id,motu,analysis,voucher,sequence,la_motu,blasting_family,blasting_subfamily,blasting_genus,percentage,bin,notes_on_host,notes,updated,error message
328,MOTU0067,All_inga_trimmed_21bp,LA2010_164_1,LA2010_164_1_coi,,Riodinidae,Riodininae,Nymphidium,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0067""}"
329,MOTU0067,All_inga_trimmed_21bp,LA2010_164_2,LA2010_164_2_coi,,Riodinidae,Riodininae,Nymphidium,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0067""}"
330,MOTU0082,All_inga_trimmed_21bp,LA2010_166,LA2010_166_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0082""}"
331,MOTU0017,All_inga_trimmed_21bp,LA2010_167,LA2010_167_coi,LA_MOTU0027,Gelechiidae,,,94,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA3131,found on I. sapindoides in CR,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0017""}"
332,MOTU0013,All_inga_trimmed_21bp,LA2010_170_1,LA2010_170_1_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0013""}"
333,MOTU0013,All_inga_trimmed_21bp,LA2010_170_2,LA2010_170_2_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0013""}"
334,MOTU0258,All_inga_trimmed_21bp,LA2010_171_1,LA2010_171_1_coi,LA_MOTU0043,Erebidae,Erebinae,Letys micerina,100,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA6535,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0258""}"
335,MOTU0131,All_inga_trimmed_21bp,LA2010_171_2,LA2010_171_2_coi,LA_MOTU0034,Elachistidae,Stenomatinae,Antaeotrichia,94,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA0222,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0131""}"
336,MOTU0005,All_inga_trimmed_21bp,LA2010_172_2,LA2010_172_2_coi,,Elachistidae,,,94,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA3479,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0005""}"
337,MOTU0174,All_inga_trimmed_21bp,LA2010_174_1,LA2010_174_1_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0174""}"
338,MOTU0174,All_inga_trimmed_21bp,LA2010_174_2,LA2010_174_2_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0174""}"
339,MOTU0082,All_inga_trimmed_21bp,LA2010_175,LA2010_175_coi,,Elachistidae,,,91,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA0037,Found on I. oerstediana in CR,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0082""}"
340,MOTU0032,All_inga_trimmed_21bp,LA2010_18_1,LA2010_18_1_coi,LA_MOTU0031,Crambidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
341,MOTU0072,All_inga_trimmed_21bp,LA2010_18_2,LA2010_18_2_coi,LA_MOTU0082,Geometridae,Geometrinae,Nemoria,99,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAK7932,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0072""}"
342,MOTU0072,All_inga_trimmed_21bp,LA2010_18_3,LA2010_18_3_coi,,Geometridae,Geometrinae,Nemoria,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0072""}"
343,MOTU0172,All_inga_trimmed_21bp,LA2010_182_1,LA2010_182_1_coi,LA_MOTU0054,Geometridae,Ennominae,Macaria aproximaria,98,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB9030,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0172""}"
344,MOTU0172,All_inga_trimmed_21bp,LA2010_182_2,LA2010_182_2_coi,,Geometridae,Ennominae,Macaria aproximaria,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0172""}"
345,MOTU0005,All_inga_trimmed_21bp,LA2010_184_2,LA2010_184_2_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0005""}"
346,MOTU0025,All_inga_trimmed_21bp,LA2010_186_1,LA2010_186_1_coi,LA_MOTU0065,Erebidae,Erebinae,Helia exsicatta,96,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAV4528,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0025""}"
347,MOTU0044,All_inga_trimmed_21bp,LA2010_187,LA2010_187_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
348,MOTU0174,All_inga_trimmed_21bp,LA2010_189_1,LA2010_189_1_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0174""}"
349,MOTU0174,All_inga_trimmed_21bp,LA2010_189_2,LA2010_189_2_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0174""}"
350,MOTU0131,All_inga_trimmed_21bp,LA2010_19,LA2010_19_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0131""}"
351,MOTU0174,All_inga_trimmed_21bp,LA2010_190,LA2010_190_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0174""}"
352,MOTU0018,All_inga_trimmed_21bp,LA2010_191,LA2010_191_coi,LA_MOTU0076,Elachistidae,,,92,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA0037,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0018""}"
353,MOTU0258,All_inga_trimmed_21bp,LA2010_194,LA2010_194_coi,,Erebidae,Erebinae,Letys micerina,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0258""}"
354,MOTU0187,All_inga_trimmed_21bp,LA2010_198,LA2010_198_coi,,Erebidae,Arctiinae,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0187""}"
355,MOTU0002,All_inga_trimmed_21bp,LA2010_199_1,LA2010_199_1_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
356,MOTU0002,All_inga_trimmed_21bp,LA2010_199_2,LA2010_199_2_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
357,MOTU0060,All_inga_trimmed_21bp,LA2010_20,LA2010_20_coi,,Riodinidae,Riodininae,Nymphidium,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0060""}"
358,MOTU0002,All_inga_trimmed_21bp,LA2010_201,LA2010_201_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
359,MOTU0056,All_inga_trimmed_21bp,LA2010_202_1,LA2010_202_1_coi,LA_MOTU0037,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0056""}"
360,MOTU0056,All_inga_trimmed_21bp,LA2010_202_2,LA2010_202_2_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0056""}"
361,MOTU0032,All_inga_trimmed_21bp,LA2010_203,LA2010_203_coi,,Crambidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
362,MOTU0009,All_inga_trimmed_21bp,LA2010_206_1,LA2010_206_1_coi,LA_MOTU0100,Lycaenidae,Techlinae,Theritas hemon,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0009""}"
363,MOTU0009,All_inga_trimmed_21bp,LA2010_206_2,LA2010_206_2_coi,,Lycaenidae,Techlinae,Theritas hemon,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0009""}"
364,MOTU0009,All_inga_trimmed_21bp,LA2010_206_3,LA2010_206_3_coi,,Lycaenidae,Techlinae,Theritas hemon,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0009""}"
365,MOTU0193,All_inga_trimmed_21bp,LA2010_206_4,LA2010_206_4_coi,LA_MOTU0075,Gracillaridae,,Eucosmophora,92,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAV1251,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0193""}"
366,MOTU0074,All_inga_trimmed_21bp,LA2010_207,LA2010_207_coi,LA_MOTU0061,Riodinidae,Riodininae,Nymphidium,93,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB4333,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0074""}"
367,MOTU0012,All_inga_trimmed_21bp,LA2010_208,LA2010_208_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
368,MOTU0002,All_inga_trimmed_21bp,LA2010_209_1,LA2010_209_1_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
369,MOTU0044,All_inga_trimmed_21bp,LA2010_209_3,LA2010_209_3_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
370,MOTU0086,All_inga_trimmed_21bp,LA2010_21,LA2010_21_coi,LA_MOTU0036,Elachistidae,Stenomatinae,Antaeotrichia,92,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA0119,found on I. oerstediana in CR,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0086""}"
371,MOTU0174,All_inga_trimmed_21bp,LA2010_211_2,LA2010_211_2_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0174""}"
372,MOTU0002,All_inga_trimmed_21bp,LA2010_213_1,LA2010_213_1_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
373,MOTU0002,All_inga_trimmed_21bp,LA2010_213_2,LA2010_213_2_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
374,MOTU0002,All_inga_trimmed_21bp,LA2010_213_3,LA2010_213_3_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
375,MOTU0002,All_inga_trimmed_21bp,LA2010_213_4,LA2010_213_4_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
376,MOTU0001,All_inga_trimmed_21bp,LA2010_215_1,LA2010_215_1_coi,LA_MOTU004,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0001""}"
377,MOTU0123,All_inga_trimmed_21bp,LA2010_215_2,LA2010_215_2_coi,LA_MOTU0028,Notodontidae,Heterocampinae,Hapigia,99,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAU5494,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0123""}"
378,MOTU0044,All_inga_trimmed_21bp,LA2010_216_2,LA2010_216_2_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
379,MOTU0044,All_inga_trimmed_21bp,LA2010_216_3,LA2010_216_3_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
380,MOTU0044,All_inga_trimmed_21bp,LA2010_216_4,LA2010_216_4_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
381,MOTU0066,All_inga_trimmed_21bp,LA2010_217,LA2010_217_coi,LA_MOTU0023,Riodinidae,Riodininae,Nymphidium,95,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAK4283,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0066""}"
382,MOTU0174,All_inga_trimmed_21bp,LA2010_22_1,LA2010_22_1_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0174""}"
383,MOTU0174,All_inga_trimmed_21bp,LA2010_22_2,LA2010_22_2_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0174""}"
384,MOTU0174,All_inga_trimmed_21bp,LA2010_22_3,LA2010_22_3_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0174""}"
385,MOTU0002,All_inga_trimmed_21bp,LA2010_220,LA2010_220_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
386,MOTU0002,All_inga_trimmed_21bp,LA2010_223,LA2010_223_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
387,MOTU0002,All_inga_trimmed_21bp,LA2010_224,LA2010_224_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
388,MOTU0002,All_inga_trimmed_21bp,LA2010_225_1,LA2010_225_1_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
389,MOTU0018,All_inga_trimmed_21bp,LA2010_23,LA2010_23_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0018""}"
390,MOTU0002,All_inga_trimmed_21bp,LA2010_231_2,LA2010_231_2_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
391,MOTU0044,All_inga_trimmed_21bp,LA2010_232_1,LA2010_232_1_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
392,MOTU0044,All_inga_trimmed_21bp,LA2010_232_2,LA2010_232_2_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
393,MOTU0044,All_inga_trimmed_21bp,LA2010_232_3,LA2010_232_3_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
394,MOTU0044,All_inga_trimmed_21bp,LA2010_232_4,LA2010_232_4_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
395,MOTU0044,All_inga_trimmed_21bp,LA2010_238,LA2010_238_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
396,MOTU0080,All_inga_trimmed_21bp,LA2010_239_1,LA2010_239_1_coi,LA_MOTU021,Erebidae,Arctiinae,Melese JAT06,99,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAV1111,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0080""}"
397,MOTU0032,All_inga_trimmed_21bp,LA2010_239_2,LA2010_239_2_coi,,Crambidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
398,MOTU0067,All_inga_trimmed_21bp,LA2010_24_1,LA2010_24_1_coi,,Riodinidae,Riodininae,Nymphidium,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0067""}"
399,MOTU0067,All_inga_trimmed_21bp,LA2010_24_2,LA2010_24_2_coi,,Riodinidae,Riodininae,Nymphidium,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0067""}"
400,MOTU0060,All_inga_trimmed_21bp,LA2010_24_3,LA2010_24_3_coi,,Riodinidae,Riodininae,Nymphidium,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0060""}"
401,MOTU0044,All_inga_trimmed_21bp,LA2010_243_1,LA2010_243_1_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
402,MOTU0002,All_inga_trimmed_21bp,LA2010_243_2,LA2010_243_2_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
403,MOTU0001,All_inga_trimmed_21bp,LA2010_245_1,LA2010_245_1_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0001""}"
404,MOTU0001,All_inga_trimmed_21bp,LA2010_245_2,LA2010_245_2_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0001""}"
405,MOTU0174,All_inga_trimmed_21bp,LA2010_248_1,LA2010_248_1_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0174""}"
406,MOTU0174,All_inga_trimmed_21bp,LA2010_248_2,LA2010_248_2_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0174""}"
407,MOTU0258,All_inga_trimmed_21bp,LA2010_255,LA2010_255_coi,,Erebidae,Erebinae,Letys micerina,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0258""}"
408,MOTU0215,All_inga_trimmed_21bp,LA2010_259,LA2010_259_coi,LA_MOTU0014,Elachistidae,Stenomatinae,Stenoma,92,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB0525,found on I. sapindoides in CR,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0215""}"
409,MOTU0224,All_inga_trimmed_21bp,LA2010_260,LA2010_260_coi,LA_MOTU0123,Gelechiidae,Anacampsinae,,93,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA0011,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0224""}"
410,MOTU0357,All_inga_trimmed_21bp,LA2010_261_2,LA2010_261_2_coi,LA_MOTU0161,Geometridae,Ennominae,Glena,96,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=704227,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0357""}"
411,MOTU0002,All_inga_trimmed_21bp,LA2010_262_1,LA2010_262_1_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
412,MOTU0002,All_inga_trimmed_21bp,LA2010_262_2,LA2010_262_2_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
413,MOTU0002,All_inga_trimmed_21bp,LA2010_265,LA2010_265_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
414,MOTU0044,All_inga_trimmed_21bp,LA2010_267,LA2010_267_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
415,MOTU0129,All_inga_trimmed_21bp,LA2010_270,LA2010_270_coi,LA_MOTU0102,Elachistidae,Stenomatinae,Antaeotrichia,97,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA0181,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0129""}"
416,MOTU0063,All_inga_trimmed_21bp,LA2010_274_1,LA2010_274_1_coi,,Gracillaridae,,Eucosmophora,99,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABV1060,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0063""}"
417,MOTU0063,All_inga_trimmed_21bp,LA2010_274_2,LA2010_274_2_coi,,Gracillaridae,,Eucosmophora,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0063""}"
418,MOTU0344,All_inga_trimmed_21bp,LA2010_276_1,LA2010_276_1_coi,LA_MOTU0052,Gelechiidae,,,94,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA3131,found on I. sapindoides in CR,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0344""}"
419,MOTU0344,All_inga_trimmed_21bp,LA2010_276_2,LA2010_276_2_coi,,Gelechiidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0344""}"
420,MOTU0001,All_inga_trimmed_21bp,LA2010_277,LA2010_277_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0001""}"
421,MOTU0001,All_inga_trimmed_21bp,LA2010_28,LA2010_28_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0001""}"
422,MOTU0077,All_inga_trimmed_21bp,LA2010_282,LA2010_282_coi,LA_MOTU0074,Tortricidae,Childanotinae,Pseudatteria,94,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB6056,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0077""}"
423,MOTU0044,All_inga_trimmed_21bp,LA2010_284,LA2010_284_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
424,MOTU0131,All_inga_trimmed_21bp,LA2010_291_1,LA2010_291_1_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0131""}"
425,MOTU0013,All_inga_trimmed_21bp,LA2010_291_2,LA2010_291_2_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0013""}"
426,MOTU0032,All_inga_trimmed_21bp,LA2010_291_3,LA2010_291_3_coi,,Crambidae,Spilomelinae,Omiodes,98,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN6989,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
427,MOTU0082,All_inga_trimmed_21bp,LA2010_293_1,LA2010_293_1_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0082""}"
428,MOTU0081,All_inga_trimmed_21bp,LA2010_293_2,LA2010_293_2_coi,LA_MOTU0009,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0081""}"
429,MOTU0044,All_inga_trimmed_21bp,LA2010_293_3,LA2010_293_3_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
430,MOTU0005,All_inga_trimmed_21bp,LA2010_296_1,LA2010_296_1_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0005""}"
431,MOTU0005,All_inga_trimmed_21bp,LA2010_296_2,LA2010_296_2_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0005""}"
