id,year,month,day,plant_field,orig_id,species_code,evm,exp_min,exp_max,field_efn,field_ants,ants_efn,ant_collection_field,total_herb,a_herbivore_species_code,a_herbivores,b_herbivore_species_code,b_herbivores,c_herbivore_species_code,c_herbivores,d_herbivore_collection_field,d_herbivores,d_herbivores_total,d_family_field,e_herbivore_collection_field,e_herbivores,e_herbivores_total,e_family_field,f_herbivore_collection_field,f_herbivores,f_herbivores_total,f_family_field,g_herbivore_collection_field,g_herbivores,g_herbivores_total,g_family_field,h_herbivore_collection_field,h_herbivores,h_herbivores_total,h_family_field,i_herbivore_collection_field,i_herbivores,i_herbivores_total,i_family_field,j_herbivore_collection_field,j_herbivores,j_herbivores_total_observe,j_family_field,k_herbivore_collection_field,k_herbivores,k_herbivores_total_observe,k_family_field,l_herbivore_collection_field,l_herbivores,l_herbivores_total_observe,l_family_field,m_herbivore_collection_field,m_herbivores,m_herbivores_total_observe,m_family_field,n_herbivore_collection_field,n_herbivores,n_herbivores_total_observe,n_family_field,o_herbivore_collection_field,o_herbivores,o_herbivores_total_observe,o_family_field,p_herbivore_collection_field,p_herbivores,p_herbivores_total_observe,p_family_field,q_herbivore_collection_field,q_herbivores,q_herbivores_total_observe,q_family_field,r_herbivore_collection_field,r_herbivores,r_herbivores_total_observe,r_family_field,s_herbivore_collection_field,s_herbivores,s_herbivores_total_observe,s_family_field,t_herbivore_collection_field,t_herbivores,t_herbivores_total_observe,t_family_field,u_herbivore_collection_field,u_herbivores,u_herbivores_total_observe,u_family_field,v_herbivore_collection_field,v_herbivores,v_herbivores_total_observe,v_family_field,w_herbivore_collection_field,w_herbivores,w_herbivores_total_observe,w_family_field,x_herbivore_collection_field,x_herbivores,x_herbivores_total_observe,x_family_field,y_herbivore_collection_field,y_herbivores,y_herbivores_total_observe,y_family_field,z_herbivore_collection_field,z_herbivores,z_herbivores_total_observe,z_family_field,aa_herbivore_collection_field,aa_herbivores,aa_herbivores_total_observe,aa_family_field,ab_herbivore_collection_field,ab_herbivores,ab_herbivores_total_observe,ab_family_field,ac_herbivore_collection_field,ac_herbivores,ac_herbivores_total_observe,ac_family_field,ad_herbivore_collection_field,ad_herbivores,ad_herbivores_total_observe,ad_family_field,ae_herbivore_collection_field,ae_herbivores,ae_herbivores_total_observe,ae_family_field,af_herbivor_collection_field,af_herbivores_total_observe,af_family_field,af_herbivores,ag_herbivore_collection_field,ag_herbivores,ag_herbivores_total_observe,ag_family_field,ah_herbivore_collection_field,ah_herbivores,ah_herbivores_total_observe,ah_family_field,notes1,notes2,notes3,notes4,notes5,notes6,notes7,notes8,updated,error message
20071,2012,july,14,10530,13,N13,E,70,95,23,3,0.13000000,,1,,0,,0,,,Nh-885,1,0,n001,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-885""}"
20072,2012,july,14,10531,15,N15,E,25,50,12,5,0.42000000,,1,,0,,0,,,Nh-886,0,0,n099,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-886""}"
20073,2012,july,14,10532,38,N38,E,2,10,12,100,8.33000000,,1,,0,,0,,,Nh-887,1,0,n081,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-887""}"
20074,2012,july,14,10533,35,N35,E,5,50,45,60,1.33000000,,1,,0,,0,,,Nh-888,1,0,n027,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-888""}"
20076,2012,july,17,10534,37,N37,E,5,95,21,0,0E-8,,2,,0,,0,,,Nh-925,2,0,n030,Nh-926,1 (mature),0,n097,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-925""}"
20077,2012,july,14,10535,38,N38,E,50,90,40,2,0.05000000,Na-100,6,,0,,0,,,Nh-889,1,0,n008,Nh-890,1,0,n091,Nh-891,1,0,n092,Nh-892,1,0,n117,Nh-893,4,0,n093,Nh-894,1,,n094,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,associated with coleoptera inside stem,,,,,,,,2015-10-13 10:30:50+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-889""}"
20078,2012,july,14,10536,3,N3,E,80,95,8,1,0.13000000,,1,,0,,0,,,Nh-895,0,0,n015,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-895""}"
20080,2012,july,15,10538,20,N20,E,20,90,30,50,1.67000000,,1,,0,,0,,,Nh-896,2,0,n095,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-896""}"
20082,2012,july,15,10540,35,N35,E,80.5,,40,0,0E-8,,5,n008,1,,0,,,Nh-897,12,0,n146,Nh-898,1,0,n102,Nh-899,1,0,n093,Nh-900,1,0,n901,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-10-13 10:30:50+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-897""}"
20083,2012,july,15,10541,35,N35,E,20,100,50,25,0.50000000,Na-101,2,,0,,0,,,Nh-901,1,0,n031,Nh-902,1,0,n005,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,ants with Nh-901,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-901""}"
20085,2012,july,15,10543,41,N41,E,100,,4,3,0.75000000,,1,,0,,0,,,Nh-903,1,0,n103,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-903""}"
20086,2012,july,15,10544,18,N18,E,10,50,200,10,0.05000000,,3,,0,,0,,,Nh-904,1,0,n028,Nh-905,1,0,n028,Nh-906,1,0,n093,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-10-13 10:30:50+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-904""}"
20089,2012,july,16,10547,7,N7,M,mat,,0,0,0E-8,,1,,0,,0,,,Nh-907,1,0,n109,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-907""}"
20090,2012,july,16,10548,38,N38,E,50,90,16,20,1.25000000,,1,,0,,0,,,Nh-908,1,0,n011,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-908""}"
20091,2012,july,16,10549,38,N38,E,10,90,24,0,0E-8,,2,,0,,0,,,Nh-909,1,0,BCI12,Nh-910,1,0,BCI12,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-909""}"
20092,2012,july,16,10550,5,N5,E,10,,4,20,5.00000000,Na-102,1,,0,,0,,,Nh-911,1,0,n104,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-911""}"
20093,2012,july,16,10551,38,N38,E,50,95,60,5,0.08000000,,3,n008,1,,0,,,Nh-912,1,0,n063,Nh-913,1,0,n027,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-10-13 10:30:50+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-912""}"
20094,2012,july,16,10552,38,N38,E,95,,24,0,0E-8,,2,,0,,0,,,Nh-914,3,0,n017,Nh-915,1,0,n005,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-914""}"
20095,2012,july,16,10553,25,N25,E,2,20,100,10,0.10000000,,2,,0,,0,,,Nh-916,2,0,n017,Nh-917,1,0,n057,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-916""}"
20098,2012,july,15,10556,36,N36,M,mat,,0,0,0E-8,,1,,0,,0,,,Nh-918,1,0,n086,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-918""}"
20099,2012,july,17,10557,25,N25,E,5,20,33,1,0.03000000,,1,,0,,0,,,Nh-919,1,0,n032,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-919""}"
20101,2012,july,17,10559,22,N22,M,mat,,0,0,0E-8,,1,,0,,0,,,Nh-920,1,0,BCI21,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-920""}"
20102,2012,july,17,10560,25,N25,E,10,,12,0,0E-8,,1,,0,,0,,,Nh-921,1,0,n040,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-921""}"
20104,2012,july,17,10562,22,N22,E,80,,6,0,0E-8,,1,,0,,0,,,Nh-922,1,0,n001,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-922""}"
20105,2012,july,17,10563,4,N4,M,mat,,0,0,0E-8,,1,,0,,0,,,Nh-923,1,0,n063,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-923""}"
20107,2012,july,17,10565,15,N15,E,80,,12,0,0E-8,,1,,0,,0,,,Nh-924,1,0,n072,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-924""}"
20108,2012,july,17,10566,4,N4,E,5,,4,0,0E-8,,1,,0,,0,,,Nh-927,1,0,n093,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,Not sure Nh-927 would eat young Inga,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-927""}"
20110,2012,july,17,10568,22,N22,E,95,,12,0,0E-8,,1,,0,,0,,,Nh-928,1,0,n058,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-928""}"
20111,2012,july,17,10569,38,N38,E,30,95,32,5,0.16000000,,1,,0,,0,,,Nh-929,1,0,n032,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-929""}"
20112,2012,july,17,10570,22,N22,E,50,,12,14,1.17000000,,1,,0,,0,,,Nh-930,1,0,n011,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-930""}"
20113,2012,july,17,10571,38,N38,E,80,,10,20,2.00000000,,3,n008,3,,0,,,Nh-931,1,0,n008,Nh-932,1,0,n043,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-10-13 10:30:51+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-931""}"
20114,2012,july,17,10572,38,N38,E,80,,30,16,0.53000000,,2,n008,2,,0,,,Nh-933,1,0,n098,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-10-13 10:30:51+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-933""}"
20115,2012,july,17,10573,4,N4,E,20,,4,0,0E-8,,1,,0,,0,,,Nh-934,1,0,n099,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-934""}"
20116,2012,july,17,10574,3,N3,E,95,,4,0,0E-8,Na-103,1,,0,,0,,,Nh-935,1,0,n031,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-935""}"
20117,2012,july,17,10575,20,N20,E,95,,12,0,0E-8,,1,,0,,0,,,Nh-936,1,0,n100,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-936""}"
20118,2012,july,17,10576,6,N6,E,10,50,30,8,0.27000000,,1,,0,,0,,,Nh-937,1,0,n005,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-937""}"
20120,2012,july,17,10578,20,N20,E,20,80,16,6,0.38000000,,3,n001,1,membracids,50,,,Nh-938,1,0,n001,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-10-13 10:30:51+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-938""}"
20121,2012,july,17,10579,4,N4,M,mat,,0,0,0E-8,,1,,0,,0,,,Nh-939,1,0,n101,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-939""}"
20122,2012,july,17,10580,14,N14,E,20,,6,10,1.67000000,,1,,0,,0,,,Nh-940,1,0,n005,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-940""}"
20123,2012,july,17,10581,22,N22,E,5,95,8,3,0.38000000,,1,,0,,0,,,Nh-941,2,0,n017,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-941""}"
20124,2012,july,17,10582,31,N31,E,95,,20,0,0E-8,,1,,0,,0,,,Nh-942,2,0,n017,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-942""}"
20126,2012,july,17,10584,31,N31,E,15,95,35,6,0.17000000,,1,,0,,0,,,Nh-943,2,0,n098,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:28:04+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-943""}"
